#      MET_(days)  I_b_end_(A)    Rx_(km)    Ry_(km)    Rz_(km)   Vx_(m/s)   Vy_(m/s)   Vz_(m/s)  Eccentricity  Inclin_(deg)  SemiMajorAxis   Arg_Perigee    RAAN_(deg)   TrueAnomly    Ne_(#/m^3)  Neut_(kg/m^3)    O_(#/m^3)  B0xE(nT)  B0yE(nT)  B0zE(nT)  I_b_ave_(A)  |VxB0|_(V/m)    V_anode  V_cathode  T_temp_C_(ohm)  T_resist_(ohm)
      0.604166667    7.6542192   6941.334     19.810     33.861    -43.098   3795.650   6579.206   0.004728235    60.0186514      6974.4213       0.59818       0.00227  359.7244930   1.27533e+12     8.5053e-13   2.9018e+13   8032.40   -628.78  24263.88    4.6210327    0.10317653   147.2070     0.0000        20.00000         4.48830
      0.611111111    1.4197425   5481.390   2133.783   3698.339  -4646.122   2997.896   5197.028   0.004703152    60.0198207      6974.2380       0.52487       0.00263   37.3907403   2.11185e+11     4.1659e-13   1.4423e+13 -32942.99 -12038.39   5677.74    0.8527090    0.21612806   177.3364     0.0000        20.00000         4.48830
      0.618055556    0.3294245   1758.739   3367.950   5837.996  -7315.427    971.354   1684.387   0.004701096    60.0198948      6974.2157       0.49589       0.00272   74.8777112   5.17944e+10     1.3814e-13   4.3335e+12 -15831.03 -30036.43 -30198.25    0.1977257    0.33052966   157.8888     0.0000        20.00000         4.48830
      0.625000000    0.7014126  -2687.099   3222.468   5586.179  -6978.822  -1435.480  -2487.750   0.004701360    60.0199019      6974.1973       0.46436       0.00270  112.1542505   1.01296e+11     9.7902e-14   2.6786e+12  22052.90 -25862.11 -18426.08    0.4210730    0.27296313   187.4146     0.0000        20.00000         4.48830
      0.631944444    0.3601124  -6043.429   1767.157   3063.751  -3818.870  -3242.811  -5620.925   0.004702949    60.0199420      6974.1788       0.43918       0.00264  149.2215562   5.05898e+10     9.0770e-14   2.6974e+12  23960.52 -10904.23   9983.48    0.2161323    0.17050288   197.7026     0.0000        20.00000         4.48830
      0.638888889    0.8323780  -6960.454   -402.219   -696.673    867.703  -3734.973  -6474.463   0.004706130    60.0200495      6974.1560       0.43227       0.00263  186.1590562   1.13360e+11     8.1111e-14   2.6731e+12  -5801.97  -4727.23  23360.64    0.4997166    0.10988250   210.7990     0.0000        20.00000         4.48830
      0.645833333    1.2879160  -5072.289  -2409.332  -4176.071   5208.207  -2720.187  -4715.775   0.004712807    60.0202296      6974.1039       0.47083       0.00272  223.0742993   1.67193e+11     1.9932e-13   7.0096e+12 -24736.90 -19131.57    155.52    0.7733495    0.21325377   232.3462     0.0000        20.00000         4.48830
      0.652777778    1.8834155  -1133.991  -3441.341  -5965.354   7459.362   -595.695  -1033.246   0.004717066    60.0202663      6974.0396       0.56805       0.00278  260.0800804   2.44697e+11     4.4531e-13   1.5502e+13  -2213.08 -27171.71 -14584.87    1.1311705    0.22532721   232.4512     0.0000        20.00000         4.48830
      0.659722222    1.7816423   3263.662  -3070.989  -5323.725   6676.731   1789.830   3102.070   0.004715854    60.0202833      6973.9650       0.69511       0.00268  297.2729309   2.89627e+11     6.2798e-13   2.1544e+13  13058.47 -16534.57  -7388.10    1.0705021    0.15962695   148.9917     0.0000        20.00000         4.48830
      0.666666667    2.2518026   6318.246  -1439.503  -2495.839   3136.355   3455.175   5989.202   0.004711857    60.0203529      6973.9244       0.74434       0.00261  334.7406819   4.09889e+11     9.9871e-13   3.4046e+13  20660.24  -8057.05   4046.76    1.3541410    0.15335142   119.5972     0.0000        20.00000         4.48830
      0.673611111    5.3285385   6761.207    786.302   1362.551  -1713.790   3697.086   6409.191   0.004687765    60.0213516      6973.7533       0.75514       0.00263   12.3417142   8.35587e+11     6.9260e-13   2.3839e+13  -6810.78   -945.34  25168.68    3.2095689    0.08982115   163.2166     0.0000        20.00000         4.48830
      0.680555556    0.7186675   4407.192   2687.033   4657.803  -5847.786   2412.072   4182.051   0.004674790    60.0219452      6973.6528       0.68522       0.00295   49.9754923   1.12114e+11     2.9280e-13   1.0008e+13 -32008.10 -17952.96  -7783.37    0.4314938    0.25187879   160.7495     0.0000        20.00000         4.48830
      0.687500000    0.4614757    236.350   3481.694   6035.792  -7556.450    145.422    252.787   0.004674014    60.0219673      6973.6399       0.66512       0.00300   87.3906951   7.45227e+10     1.2092e-13   3.6373e+12  -2448.07 -31094.95 -33218.45    0.2770184    0.33296122   149.8053     0.0000        20.00000         4.48830
      0.694444444    0.3831987  -4033.796   2853.509   4947.165  -6175.763  -2161.979  -3747.424   0.004674560    60.0219817      6973.6248       0.63993       0.00296  124.5923482   5.74387e+10     9.3944e-14   2.5359e+12  29639.57 -19362.86  -8565.93    0.2299957    0.24231441   173.7146     0.0000        20.00000         4.48830
      0.701388889    0.5636738  -6670.394   1067.842   1851.789  -2307.639  -3579.894  -6205.868   0.004676292    60.0220424      6973.6096       0.62439       0.00291  161.6054005   7.82339e+10     8.8686e-14   2.7979e+12  14849.47  -6010.21  19773.66    0.3383522    0.12460741   202.7417     0.0000        20.00000         4.48830
      0.708333333    1.2928478  -6616.486  -1148.968  -1991.270   2481.044  -3550.622  -6155.589   0.004681725    60.0222242      6973.5712       0.62632       0.00292  198.5325947   1.69677e+11     1.0215e-13   3.4666e+12 -21016.94  -8978.39  18227.84    0.7763318    0.16462422   227.3596     0.0000        20.00000         4.48830
      0.715277778    1.4434548  -3893.817  -2901.871  -5030.365   6279.129  -2085.828  -3616.596   0.004688384    60.0223707      6973.5129       0.68583       0.00304  235.4709208   1.87205e+11     2.7930e-13   9.8489e+12 -22871.91 -26477.45 -13021.74    0.8667420    0.26857405   232.8711     0.0000        20.00000         4.48830
      0.722222222    1.9391293    405.652  -3477.646  -6028.933   7547.185    237.819    411.602   0.004691186    60.0223757      6973.4419       0.80342       0.00300  272.5306880   2.70177e+11     5.2780e-13   1.8271e+13   9604.43 -25554.41 -15811.59    1.1648898    0.22308614   202.4268     0.0000        20.00000         4.48830
      0.729166667    1.8921991   4536.583  -2632.177  -4563.577   5728.556   2482.963   4304.022   0.004688156    60.0224381      6973.3767       0.90926       0.00281  309.8215887   3.12828e+11     7.3572e-13   2.5313e+13  15625.71 -13081.80  -1776.65    1.1371727    0.14122797   144.2413     0.0000        20.00000         4.48830
      0.736111111    4.5666156   6797.203   -703.182  -1219.616   1532.772   3716.917   6443.639   0.004679381    60.0226231      6973.3050       0.96938       0.00271  347.3278400   7.31201e+11     9.9071e-13   3.3783e+13  15920.06  -6300.06  13372.02    2.7495035    0.13238687   156.0516     0.0000        20.00000         4.48830
      0.743055556    4.0376527   6245.541   1516.366   2628.395  -3304.653   3415.237   5921.337   0.004646105    60.0238096      6973.0675       0.93075       0.00291   24.9809215   5.96689e+11     5.6018e-13   1.9426e+13 -20536.16  -5952.76  18186.26    2.4290242    0.13541038   182.0081     0.0000        20.00000         4.48830
      0.750000000    0.5209322   3111.756   3109.555   5390.842  -6763.024   1706.672   2959.555   0.004639163    60.0240727      6973.0067       0.86865       0.00314   62.5642553   8.18254e+10     2.0183e-13   6.7040e+12 -25128.79 -23357.07 -18111.02    0.3127109    0.27383870   158.3612     0.0000        20.00000         4.48830
      0.756944444    0.5854600  -1303.077   3425.289   5938.661  -7428.269   -688.178  -1192.407   0.004638864    60.0240793      6972.9934       0.84594       0.00316   99.9144657   9.30164e+10     1.1514e-13   3.3487e+12  11273.46 -30552.92 -31454.59    0.3514757    0.32959392   154.8706     0.0000        20.00000         4.48830
      0.763888889    0.3858406  -5189.333   2344.517   4065.260  -5071.781  -2784.519  -4827.139   0.004639659    60.0241050      6972.9804       0.82550       0.00312  137.0489119   5.91348e+10     9.3699e-14   2.6422e+12  32177.14 -12488.14   3040.48    0.2315981    0.20857733   166.2085     0.0000        20.00000         4.48830
      0.770833333    0.8413771  -6976.799    314.309    545.579   -680.077  -3744.809  -6492.474   0.004642385    60.0242210      6972.9596       0.81169       0.00307  174.0299357   1.14646e+11     8.3096e-14   2.7090e+12   -194.46  -3189.39  26336.43    0.5051440    0.10755845   210.6152     0.0000        20.00000         4.48830
      0.777777778    1.2800517  -5950.597  -1842.776  -3194.366   3982.331  -3193.247  -5536.695   0.004649129    60.0244403      6972.9107       0.83125       0.00313  210.9551080   1.67706e+11     1.4567e-13   5.0587e+12 -32236.22 -15964.65   5657.34    0.7685974    0.24081089   228.0945     0.0000        20.00000         4.48830
      0.784722222    1.6748907  -2520.982  -3254.749  -5642.721   7050.634  -1345.526  -2333.513   0.004654634    60.0245231      6972.8512       0.90942       0.00322  247.9323740   2.30340e+11     3.8451e-13   1.3449e+13 -13710.79 -30872.81 -24457.19    1.0059476    0.30423083   207.4658     0.0000        20.00000         4.48830
      0.791666667    1.8012630   1931.256  -3342.974  -5796.110   7263.684   1065.454   1846.571   0.004655369    60.0245310      6972.7908       1.01392       0.00307  285.0843778   2.87872e+11     5.8803e-13   2.0337e+13  19075.66 -20056.85 -12610.83    1.0823024    0.20263282   154.1357     0.0000        20.00000         4.48830
      0.798611111    3.0765702   5589.205  -2061.082  -3573.931   4489.573   3057.028   5299.816   0.004650569    60.0246826      6972.7303       1.10036       0.00282  322.4654391   5.01668e+11     8.9932e-13   3.0913e+13  15191.81  -9289.69   6318.70    1.8504007    0.11688360   149.2542     0.0000        20.00000         4.48830
      0.805555556    6.8883256   6938.850     70.934    122.432   -154.881   3794.266   6578.591   0.004622941    60.0253379      6972.5265       1.19523       0.00264  359.9716552   9.81387e+11     8.6377e-13   2.9571e+13   2552.18  -6394.37  20151.41    4.1501276    0.11037583   198.1226     0.0000        20.00000         4.48830
      0.812500000    1.8071714   5416.360   2173.486   3768.085  -4735.267   2962.444   5136.957   0.004592104    60.0262269      6972.3002       1.09530       0.00296   37.6719525   2.52218e+11     4.2778e-13   1.4858e+13 -27615.98 -13705.05   5891.76    1.0854690    0.19589044   201.5869     0.0000        20.00000         4.48830
      0.819444444    0.4194256   1656.842   3379.367   5859.294  -7344.648    915.780   1588.547   0.004588887    60.0263122      6972.2649       1.04777       0.00308   75.1870577   6.47709e+10     1.5524e-13   4.9894e+12 -14514.44 -27389.26 -24770.94    0.2517623    0.28729756   163.7415     0.0000        20.00000         4.48830
      0.826388889    0.5221726  -2784.512   3199.983   5548.676  -6934.866  -1488.979  -2581.078   0.004589065    60.0263158      6972.2482       1.01845       0.00308  112.4756011   7.88359e+10     1.0931e-13   3.0705e+12  23559.64 -28040.77 -24553.93    0.3134339    0.31633409   171.3525     0.0000        20.00000         4.48830
      0.833333333    0.4848417  -6095.736   1718.782   2980.744  -3717.337  -3272.482  -5673.789   0.004590128    60.0263555      6972.2362       1.00207       0.00304  149.5534772   7.13645e+10     9.4567e-14   2.8661e+12  28081.56  -6617.53  15918.74    0.2910152    0.16702745   180.2234     0.0000        20.00000         4.48830
      0.840277778    0.9665195  -6943.940   -457.656   -792.900    987.718  -3727.747  -6463.647   0.004593938    60.0265338      6972.2088       0.99325       0.00301  186.5158927   1.34000e+11     8.6082e-14   2.8668e+12 -18413.70  -3400.92  25172.18    0.5802791    0.15350018   203.5291     0.0000        20.00000         4.48830
      0.847222222    1.2556798  -4990.456  -2449.273  -4246.368   5297.975  -2677.287  -4642.688   0.004599132    60.0267041      6972.1685       1.02251       0.00309  223.4642225   1.76923e+11     2.0794e-13   7.2857e+12 -35068.04 -22666.43 -10863.13    0.7540075    0.30495605   197.3352     0.0000        20.00000         4.48830
      0.854166667    1.7000950  -1017.726  -3448.573  -5979.448   7479.667   -533.315   -925.432   0.004602836    60.0267337      6972.1134       1.10790       0.00313  260.5032684   2.66107e+11     5.0228e-13   1.7377e+13   -416.79 -30905.86 -31055.47    1.0214105    0.31742434   160.5396     0.0000        20.00000         4.48830
      0.861111111    1.6303420   3367.437  -3041.267  -5273.616   6615.728   1846.104   3200.415   0.004602184    60.0267749      6972.0740       1.17650       0.00292  297.7713327   3.13830e+11     6.6118e-13   2.2878e+13  24841.38 -13423.16  -7208.75    0.9800365    0.18037053   106.6058     0.0000        20.00000         4.48830
      0.868055556    6.0401461   6365.962  -1384.135  -2400.516   3017.015   3481.086   6035.781   0.004594635    60.0271342      6972.0049       1.25301       0.00259  335.2231596   1.05027e+12     1.0261e-12   3.5185e+13  10456.64  -3932.37  15311.96    3.6434131    0.08414945   134.2682     0.0000        20.00000         4.48830
      0.875000000    3.1162631   6731.745    844.732   1464.262  -1842.390   3680.927   6382.886   0.004567605    60.0279720      6971.8110       1.29444       0.00249   12.8007629   4.19502e+11     7.1659e-13   2.4721e+13 -15556.17  -8342.06  18102.99    1.8730386    0.14482474   217.7802     0.0000        20.00000         4.48830
      0.881944444    1.2599647   4311.462   2724.238   4723.545  -5932.072   2359.905   4092.609   0.004556801    60.0282326      6971.7241       1.22313       0.00266   50.4427020   1.73442e+11     2.9780e-13   1.0207e+13 -27030.69 -21650.56  -8094.18    0.7566039    0.24908527   206.7310     0.0000        20.00000         4.48830
      0.888888889    0.4960173    112.891   3481.762   6037.453  -7561.153     78.114    136.073   0.004555198    60.0282573      6971.6988       1.18316       0.00272   87.8874915   7.54000e+10     1.3804e-13   4.3256e+12  -1867.51 -29219.81 -27333.37    0.2977477    0.29264969   169.0430     0.0000        20.00000         4.48830
      0.895833333    0.4117816  -4134.494   2815.423   4882.353  -6097.525  -2217.392  -3844.519   0.004555891    60.0282680      6971.6806       1.15208       0.00269  125.1100672   5.89356e+10     1.0248e-13   2.8434e+12  31763.11 -22865.61 -12435.30    0.2471538    0.28378721   190.5377     0.0000        20.00000         4.48830
      0.902777778    0.8220963  -6705.923   1006.022   1745.008  -2175.884  -3600.671  -6243.504   0.004557867    60.0283526      6971.6637       1.13521       0.00264  162.1449831   1.16455e+11     9.0160e-14   2.8699e+12  14882.70  -1865.61  26876.52    0.4935433    0.11369763   194.8682     0.0000        20.00000         4.48830
      0.909722222    0.8744949  -6569.555  -1210.003  -2097.679   2614.576  -3527.013  -6116.221   0.004562799    60.0285915      6971.6289       1.13540       0.00265  199.0979826   1.30639e+11     1.1045e-13   3.7686e+12 -33560.70  -6948.61  14724.44    0.5250480    0.22415211   175.3418     0.0000        20.00000         4.48830
      0.916666667    1.3489807  -3780.291  -2936.936  -5092.499   6359.302  -2025.650  -3513.117   0.004565998    60.0286971      6971.6005       1.16573       0.00273  236.0899110   2.24421e+11     2.9240e-13   1.0174e+13 -29403.31 -26819.51 -26166.43    0.8103361    0.34476273   141.9580     0.0000        20.00000         4.48830
      0.923611111    1.4446993    541.448  -3471.248  -6019.383   7537.912    310.976    538.635   0.004567573    60.0287021      6971.5611       1.23263       0.00269  273.2216386   2.70927e+11     5.9949e-13   2.0595e+13  12854.20 -27610.43 -31911.54    0.8681762    0.31499045   112.0648     0.0000        20.00000         4.48830
      0.930555556    1.5553262   4639.031  -2585.653  -4484.033   5630.187   2538.571   4401.615   0.004566409    60.0287839      6971.5370       1.27271       0.00249  310.5939510   3.46717e+11     7.8838e-13   2.7284e+13  27620.41  -7780.70   -616.26    0.9354046    0.16529081    79.7964     0.0000        20.00000         4.48830
